,Video File,start,end,size
168,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,707120.0,707390.0,234683.0
169,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,712059.0,712349.0,524455.0
170,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,771070.0,771320.0,114546.0
171,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,712860.0,713120.0,68121.0
172,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1010350.0,1010690.0,235388.0
173,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1073230.0,1073620.0,436559.0
174,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1273160.0,1273400.0,280959.0
175,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1605510.0,1605860.0,265106.0
176,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1354030.0,1354540.0,95930.0
177,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1368260.0,1368840.0,426870.0
178,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1407300.0,1407730.0,705928.0
179,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1625120.0,1625699.0,98097.0
180,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1628260.0,1628540.0,135514.0
181,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1641670.0,1641970.0,201748.0
182,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1653280.0,1653740.0,67967.0
183,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1598880.0,1599040.0,221100.0
184,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1602319.0,1602339.0,534669.0
185,2016-02-20_0230_US_KNBC_NBC_Nightly_News.mp4,1616620.0,1616879.0,536239.0
186,2016-02-02_0230_US_KCET_Newsline.mp4,119660.0,119869.0,49929.0
187,2016-02-02_0230_US_KCET_Newsline.mp4,134370.0,134610.0,581948.0
188,2016-02-02_0230_US_KCET_Newsline.mp4,153540.0,153790.0,253038.0
189,2016-02-02_0230_US_KCET_Newsline.mp4,1483850.0,1484179.0,465828.0
190,2016-02-02_0230_US_KCET_Newsline.mp4,633740.0,634040.0,193507.0
191,2016-02-02_0230_US_KCET_Newsline.mp4,1508509.0,1508859.0,953807.0
192,2016-02-02_0230_US_KCET_Newsline.mp4,1185839.0,1186299.0,240497.0
193,2016-02-02_0230_US_KCET_Newsline.mp4,1584920.0,1585280.0,183357.0
194,2016-02-02_0230_US_KCET_Newsline.mp4,390530.0,390960.0,260248.0
195,2016-02-02_0230_US_KCET_Newsline.mp4,1526139.0,1526369.0,168806.0
196,2016-02-02_0230_US_KCET_Newsline.mp4,117480.0,117890.0,386440.0
197,2016-02-02_0230_US_KCET_Newsline.mp4,594770.0,594960.0,171204.0
198,2016-02-02_0230_US_KCET_Newsline.mp4,1111820.0,1112080.0,68637.0
199,2016-02-02_0230_US_KCET_Newsline.mp4,288310.0,288510.0,369832.0
200,2016-02-02_0230_US_KCET_Newsline.mp4,466940.0,467150.0,79189.0
201,2016-02-02_0230_US_KCET_Newsline.mp4,493170.0,493530.0,207406.0
